,Dates,Country,Beta,Momentum,Size,Non_linear_Size,Book_to_Price,Earnings_Yield,Residual_Volatility,Growth,Liquidity,Leverage,CI005027.WI,CI005028.WI,CI005029.WI,CI005026.WI,CI005011.WI,CI005012.WI,CI005013.WI,CI005014.WI,CI005008.WI,CI005009.WI,CI005010.WI,CI005006.WI,CI005007.WI,CI005001.WI,CI005002.WI,CI005003.WI,CI005004.WI,CI005005.WI,CI005018.WI,CI005019.WI,CI005020.WI,CI005021.WI,CI005022.WI,CI005023.WI,CI005015.WI,CI005016.WI,CI005017.WI,CI005024.WI,CI005025.WI
2010-01-18,20100118,0.018040296648550207,-0.001277670866203162,0.00027346620607694017,0.0016512805935521783,0.000493529856808134,0.0001673363737452166,-0.0009653897247863838,-0.0004392017043262027,0.0011201402057971312,0.0015068097240613064,0.00039576062973404106,-0.007710882872513564,-0.010492063828040275,-0.007242584263383174,-0.01800161273256313,-0.014516308518780798,-0.007994435293941695,-0.0020286110853104796,0.011168991408985165,-0.0014228195458417746,-0.0008897121247864214,-0.008206785509556076,0.0008250567686623879,0.0014170378737721485,-0.0008432444355695365,-0.0003136930772261691,-0.005106711888774714,-0.005210515602038525,-0.002467995359099336,0.0036471802314268914,-0.0020538310881178805,0.010230903882900348,-0.003919037876474041,0.011497168881933714,0.005457249598307456,0.012733014654230521,0.007837093517625023,-0.011986888567515256,0.021292665163812993,-0.00971553222337328
2010-01-19,20100119,-1.9022204362097552e-05,0.000911857636139179,-0.000624058180575642,0.00010000920877112772,-0.0012100958943128423,0.001703584232746775,-0.0014612757405723,0.0014798452972515832,0.0023768949707987205,0.0013411735439483017,-0.003253230681607109,-0.00988648775788643,-0.0016705540301200604,0.0026658431712501783,0.0028235798007476155,-0.005030134599998402,-0.004666259826173169,0.003371904481855489,0.005089215901365073,-0.00195013278099529,0.0009501916099139667,-0.004178079296562795,-0.005399569651571299,0.007186346448576929,-0.009399459703022542,0.000762453502770804,0.003456924650616972,0.009501980488001476,-0.0007798784206567214,0.0010044328638608591,-0.0011417003817644077,-0.0033316586921977314,-0.009605248407568353,0.003389796380703759,0.004338615161547769,0.006667818071816743,-0.0038003037948664753,-0.0059107401898175725,0.01017221365253799,-0.005867923042737337
2010-01-20,20100120,-0.03660821760490092,-0.0014139555732829749,0.0023296279020581477,-0.00024134062696144393,0.00018831585084520827,-0.0004303973468824181,-0.00129747756153174,-0.0028450932687114363,0.00019559108120189436,-0.002208335170259305,0.00024363459287993412,-0.019677863238433096,0.0022462510420935855,-0.0020577562221683558,-0.027759186438216774,0.010593326307077398,-0.016971436750237986,0.00905681510376771,-0.002933164444687441,0.004817024501307322,-0.0018668265295362042,-0.002846149338665516,0.0007723935322600323,-0.0023204609655817893,0.000819651401115483,-0.0051540822644577065,-0.007569605452594802,0.001683525238254302,0.002922360707167462,-0.002643746540665232,0.007389428454737941,-0.0035225620390222667,-0.012089129315657919,0.003953156290424204,0.008680344035774211,-0.0011915098351171398,0.008252744581103354,0.003968525177278303,0.023862666097498226,-0.02386570889675469
2010-01-21,20100121,0.0030700170508282084,0.0016590384908276988,0.00025492552093082753,-0.0009462011084760039,0.0021244331667567154,-0.0034933407188036977,9.174837082983356e-05,-0.005288160323881589,-0.0004542026116555926,-0.0002545999992172109,-0.0025229800963880063,-0.0025157788061025083,0.009393087076181307,-0.002744467028050291,-0.009650772262964229,-0.001763976215196393,0.005452655142597485,-0.007252450406088387,0.005498657438670019,0.0013404000826666303,0.003929943179377345,-0.011108316994992658,-0.003171049759104755,-0.007394346316310295,0.0002054704217409162,-0.013990656866010805,-0.010741529214585524,0.005793758399581942,-0.01736349613213213,0.0034572233245722347,-0.0032752064642083286,0.0025107861903186876,-0.004828649832616979,0.016971075751517115,0.011473258250378496,-0.0016795907036441648,0.0002161612121058601,0.015339177811498905,-0.0011902906685361879,-0.002188930082831879
2010-01-22,20100122,-0.027471408161487916,-0.0004718380179279738,0.0011980124631081883,-0.000858291681883109,0.0008422034715111228,0.0006031118500293319,-0.0012951618042446966,-0.0046147410261581905,-0.003170320119389685,-2.3162070237380493e-05,-0.0017192852745509977,0.007703805401148073,-0.004088019210079661,0.0077868955246551365,0.002380784325477418,-0.007707325464559308,-0.009351941216093201,0.001188481687492568,0.002690341453171429,-0.013484247514066938,-0.005650352685586389,-0.01552851451004994,-0.0028927530434817773,0.0022609201969679424,-0.009745319439885866,-0.006641547745254226,-0.009215031721382619,0.0011753851134276483,-0.00933411209813605,0.007992043540642764,0.00031090067139777,-0.003317653964944877,0.016186680127583224,0.007722669684791114,0.0035206690306468025,-0.0001122640496282259,0.010199330443689755,-0.0014265859462261996,0.012969129601494869,0.003716408921646507
2010-01-25,20100125,-0.016828596464092477,-0.0014899850090566028,-0.0014745271558400375,-0.0016035237690849762,-0.0005944130819816946,0.0007937447452966553,0.0025321770694056553,-0.0018529071345248713,0.0017776716310565687,-0.003054532397193032,-0.0011089576081033954,0.003176221408168409,0.004908852284486767,0.005131445187458891,0.0014944681250406312,0.008427673462955566,0.008615909309596268,-0.005778832638128558,0.0026971298524444322,-0.0005183209435602844,0.0021705951691910206,0.002970717161780945,-0.0025360693636292237,0.0038078190147418783,-0.0006317476181394313,0.002241180360786949,0.00155329822579577,-0.0023625574155278642,0.004012968899357055,0.004151713629740406,-0.0032687637908388294,0.007181149647772625,0.006266456240267956,0.00939131820978055,-0.008869043122433974,-0.005178843956007654,-0.011762806023259294,-0.007929789830900051,-0.012049152548363895,0.011071668269956538
2010-01-26,20100126,-0.03925531519595362,-0.00027340882385351096,-0.001312583918897109,-4.4523372810180466e-05,-1.6327818641814854e-05,0.00122632003649333,0.001764001652769518,-0.0009636535343638038,0.0005703442110555921,-0.0037228829614946684,-0.001855232817714113,0.005763139371581755,-0.00825866533799972,-0.00964912944137563,0.01718240430553829,0.009045131005691213,-0.0005615676261441192,-0.008460605922659622,-0.0033667907767729833,0.0104623945918485,-0.0045555833985626735,0.007847188097187546,0.0018373567359075576,-0.01336471583493002,0.003964639651870888,-0.006784561583248629,0.0009052270643472105,-0.0025700783783804766,0.011175557459610325,0.006891417456866519,-0.0011117082680487623,0.011986895371989572,0.008312071042945858,0.0024007588475275362,-0.013877083378907171,-0.0028899330713651372,0.0006736970417923801,-0.00807037441761512,-0.007321955290373242,0.00043960908426300373
2010-01-27,20100127,-0.006287219893975242,0.0009741765204664153,0.0022944608920626645,-0.0008300210528454761,0.001115769685495404,-0.0018759969719826105,0.0019485088495697657,0.0017311455338275361,-0.0006329402092761469,-0.0018819969940224697,0.0012639325663170518,0.011569653926902249,0.00452317649798128,0.0016180016035135317,0.008680827199296205,-0.006821749515946859,-0.00042578248879012056,-0.007812626868317237,-0.0029560805695084103,0.00867012976349728,-0.0025253709019453408,0.003701982663146958,0.0006600366577798637,-0.0035768034059728377,-0.00847527294237759,0.0032351266852403988,-0.004149158075669225,-0.004551066790945721,0.008637069313786909,-0.0019144697124368914,-0.0033419009391095636,0.010118553591714388,0.001376279325444807,-0.0030698406139303283,-0.003509915752142728,-0.002686717095153923,0.004472695863172389,0.002991840126751884,0.002848827602287945,-0.0012749598360827135
2010-01-28,20100128,0.01697369615182787,0.0014718468800805147,-0.0007954507280908377,0.0029884492868764534,-0.0016763232965440705,0.0005002103036469931,-0.0002470037303643924,0.005088534505687689,-0.0010143677223431863,0.0033298228934234278,-0.00040018020946842723,0.012261799922518633,0.01181991306389469,0.00477337001965701,-0.00963191799798585,-0.0018908155808778219,0.003249028441265638,0.003412025967453138,-0.002883889365369008,0.003695005504710086,-0.005681779316529944,-0.0009393995633322376,-0.00039567732274064593,-0.005073160619731715,0.006598286770865441,-0.00017149184092376735,-0.012990943215851404,-0.0020574149658003516,-0.0035938502641893583,0.0017641462361217366,0.0019528491949036661,-0.0035101307002609423,0.003274960809900107,0.0014575138978238516,-0.005526537440353609,0.010853442913108224,0.003709738614704183,-0.00046897290576797376,0.011852965857334129,-0.0013682513188314096
2010-01-29,20100129,0.004554939331330644,-0.004530753927313049,-0.0006982461385026907,-0.00018191993073686668,0.0005836417687283234,-0.0003023575698550369,-0.004169526835860078,-0.00010458144057933204,-0.0048835583196472476,0.0029957848939287934,0.00584781458761899,-0.007053422180944619,-0.003991269810021642,-0.0003264276182361035,-0.0035927005837882785,-0.009052837748606457,0.008473278745899909,0.0008323435591957211,-0.0006846411880712764,0.0038710886774840974,0.010266599591296456,-0.01377681534436311,0.0006307340156753421,-0.009949310556263887,0.009067700004951865,0.00913680779916258,0.005775066881797967,0.01214905503722209,0.0075203254022081605,-0.0037168124071323156,-0.011224028059411643,0.009823796362744535,0.0034482191883325243,0.0032751916952648203,-0.007472281931527106,-0.012868176324645667,-0.0014135301745493481,-0.007349561042546063,0.01003709570409141,0.007791604159785016
2010-02-01,20100201,-0.01009839146309935,-5.226125495008988e-05,-0.0037691643259032534,0.0006987516891634178,-0.0015883665944294524,0.0022733790772477454,0.0026143182659638334,0.007263058407483236,-0.0021185941085048307,0.0007625455262739455,-0.0011271009891225434,-0.032180866196974287,0.015424049416537543,0.006275521452234102,-0.030097467572577443,-0.011086894712967777,0.006936304749206439,0.02012854002352958,0.010478835549995005,0.011703004099420376,0.001243296763734934,0.006623978483088294,-0.015354778575728117,-0.007715221599345436,0.0018265603391891293,-0.0075664200719111905,-0.015652244819763357,-0.008299191146398797,-0.02086007180074122,0.022050668669808354,-0.00241980245998365,0.009676211711528042,-0.00799673264572508,-0.002621366825114667,0.01790383424033262,0.019578780436444208,0.00381575646815999,-0.007677791092726957,0.0015848487308319776,-0.03584700220039058
2010-02-02,20100202,-0.007296286421322459,-7.013238954768236e-05,0.0012565660666909778,-0.0005346008273087538,0.0008916011628255481,0.0013750369974905744,-0.0030684070175659404,-0.0001954368155042468,-0.0009583244508397873,0.0001652323503301924,0.0013343059928941153,-0.00388586635753118,0.0011194372587012727,-0.008863583031534648,0.01775237754515383,-0.004834332141311129,0.01350931086752682,0.0053605769207176746,-0.0049664163154650425,-0.013561185686345588,-0.0024938724907469204,-0.003221221241607643,0.0009968144557919092,0.009096398224308858,0.004868494501595868,0.005001474957659911,0.009316390155563481,0.0006480860068884018,-0.01084625572804502,-0.007129428132779179,-0.0135261482460138,-0.0029032302356639095,-0.004660877857931286,0.00784662741583118,0.0030190306590201117,-0.008351623058988242,0.01849894438582147,0.0012712433813300787,0.018810535965330635,0.00035540889036452916
2010-02-03,20100203,0.014200078446466995,-0.001127031970026955,-0.0009454755391714602,0.0017798684962787754,-0.0015896485024193918,0.00015477413867268037,-0.0022591181578118895,-0.005004173586578335,-0.0015574821850484614,0.004057067390931587,-0.00048744889461638013,-0.008780142034560711,-0.031931274409782134,0.008523632192872525,-0.01598647589244643,-0.003044698547564639,-0.006227202394995192,0.00022044597032810947,0.00029268701703744613,-0.017756152991240035,0.005619034982688604,-0.0005582361363860067,0.00394080737901591,0.021603708353215113,0.003032187822778616,0.041284477647800244,0.011477063143647492,0.016434195824609078,0.007858862959700124,-0.012830313956952551,-0.008010219608525425,-0.013612640441541217,0.007334497837741035,0.003662385680909679,0.0011247367791807573,-0.004648398323592644,-0.0038868438878421926,0.008489426918049388,0.021754952627167763,-0.0022010893155020215
2010-02-04,20100204,0.010359087191816775,0.0019629357500299967,-0.0027738862615693995,0.00025617069186951915,0.0005524884118974249,-0.000772855294678839,-0.002791612187245202,0.004002180336210059,0.0006901554246977196,0.003763854469582555,-0.0019335287473186595,-0.005172623786190679,0.01957491919237924,-0.0009583522121935261,-0.012540221968568051,-0.001230618054270649,-0.004286143851865237,-0.004407199261808294,0.0022647412708085134,0.020311074877337486,0.0043025762964839466,-0.012915298607269208,-0.0064813101399932346,0.00010331351556004028,0.0005029355006550898,-0.002587278584607263,-0.015530693010108898,0.0024490691881833967,-0.009095671611163774,0.0008252611821047556,-0.009605507024343263,-0.0021815490589189813,-0.001132365647795445,0.008769917578397197,0.009344340084681565,0.01702190082630208,-0.0032481557829494023,0.0011499219106793576,0.007691737567018828,-0.001404431173405075
2010-02-05,20100205,-0.0229507687703285,0.0040638995310749515,0.0017814296311006808,-0.001276653377037763,0.0016242926418653801,0.0018959356328849103,-0.002931804602275081,0.000435942513537263,0.001103473197876802,-0.003167983367376447,0.002196482989279508,0.003696339805921771,-0.003884120652786956,-0.006627600476380154,-0.004474301921427174,0.010661776666921316,-0.0028441751858856567,-0.0005137831084578552,0.011268074766421972,-0.015188785074290261,-0.006404747731704246,-0.008631473416791173,-0.0022544111565744565,-0.007129188846546177,-0.01335095000822785,-0.009870060269730271,-0.012253990280530496,0.009652662262419388,-0.0009562759813406907,0.0008980258565046532,-0.0026084179781777355,0.006876014395419697,-0.014048810736638854,0.0014565117212672614,0.002167403632966025,0.0018440515868490396,-0.010763886058710622,0.0021236124226717357,-0.009208835917668688,0.010483575211663862
2010-02-08,20100208,-0.0003606735274230405,0.00028555374350776715,-0.00031404110601670695,-0.00016958183558393915,-0.0002586473867149788,-0.0004807699409083151,-0.0009527942091172098,-0.00501794275401861,0.0007448096543094224,0.001227229915064828,-0.0016346977855001038,0.003444785751014831,0.0005375092120497058,-0.0016528486693757887,-0.005404349469037152,-0.00245120417316384,-0.005284520542684933,0.005810418366437211,-0.004160116527228035,-0.010943570339069363,-0.0067049780130801415,0.004592734442889881,0.003325676331817938,-0.00331693681170521,0.001591833217837419,-0.006616194488975737,-0.01146098683148684,-0.0012225931502915855,0.004508166463169259,0.0005414780293017491,0.00975508299558518,0.007849834743781932,0.008054806236162053,-0.010938929044375593,-0.003276179401235614,0.010448472359296088,0.002748917467975752,0.008082448441610005,0.005239574578712211,-0.010903721947259496
2010-02-09,20100209,0.00040825607018123904,-0.0009638458098995866,-0.0010494824583701298,-0.0013263859747530036,0.0007958388015596674,0.0005534551439791069,0.00233511863121983,-0.0041725126016627775,0.0006345430641322423,-0.0009927946370627818,2.3757854136151574e-05,0.0026804763296685023,-0.0015281019238761926,-0.004599093557005484,0.004832213066380841,0.003015160219165544,0.004455325086624373,0.0022913306147571387,-0.005701297176376497,0.00363804387205793,0.0005069424347302156,-0.005563268394344546,0.0002208983426795449,0.0034245084959858433,-0.011790460618282676,-0.0027033679023469414,0.014764117276211474,0.006835443382764343,0.008852142758204389,-0.006710159375248988,0.0028051129808146754,-0.000597698967235156,0.01463740125209968,-0.002434313607704753,-0.008944619523176614,-0.0032233875343075395,0.004950792010267645,-0.003556161028925347,0.007822021409352817,0.005793820585618999
2010-02-10,20100210,0.01242860252263619,-0.0028778104602608153,0.0027010302300811808,-0.0005926872812637661,0.0008610740840976899,-1.5844859305445044e-05,0.003323345023343807,-0.0008787740891033085,0.0005102442820119363,-0.002376283895886103,-0.0012956808301135554,0.0035252151757942107,0.009093659961910786,-0.009539778080513903,0.003009804100988843,0.0028417975659182602,0.014899703266784563,-0.0039533411586351545,-0.0004954927466986048,0.0013390453331801168,0.009203871404532866,0.0003702572569864574,-0.0009971016382335969,0.0027764234276630786,-0.000907040338062393,0.00491412073182169,-0.002069471566521621,-0.001390600738002217,0.006079192873374004,-0.005348436785543492,0.004837668758229026,0.0014627314112973305,0.007313354360566615,0.014055208549707448,-0.002021491286909793,-0.007603064206868329,0.0014483937639267002,0.0025502989478685396,-0.00982459753743447,0.008235869590451396
2010-02-11,20100211,-0.0023238344026238747,-0.0014063035176665006,0.0021814938577944067,-0.00023314354720070548,4.179361052434565e-05,0.00020556997321361425,0.0024092506227210487,-0.002432081267744507,0.0001641055968420472,-0.0024312703347581285,0.0006683711565885919,0.003681580500002793,0.005078663371872485,0.00850141668816507,0.005561888891521182,0.004688009428442997,0.0023137835341453085,-0.0021211283580746597,-0.006344340772952707,-0.006823839755934801,0.004205103425113147,-0.0003594064442310516,-0.0007450099327316947,0.0007570110096148767,-0.0011347103773553958,0.007045763999369,-0.0002650429468428078,-0.008135663866665428,0.01748734526022383,0.0030441912732889994,0.005940149505526314,-0.0031943990325976313,-0.0011550708345648456,-0.008638144046046197,0.000737181816576702,-0.008109695184152922,0.008790959400332162,0.00015979847915685195,-0.010438646210925388,0.0034781988609169615
2010-02-12,20100212,0.013541618198328801,-0.0017400600652764976,0.0016987338432480682,0.00047365451096513034,0.00022126600924984684,-0.0005606643950673656,-0.0007394024499047531,0.0010667555416935882,0.00016558413515234315,0.0008766946944045268,-0.0006787600124153204,-0.004501768836942651,-0.005162571218977655,-0.005251630420265278,0.00459977255094079,4.491015527362908e-05,0.0015539316211486513,0.0003893534093502372,0.009269208243959253,-0.0010508996619531803,-0.004239344049140315,0.0024947471223228605,0.0012786652891759135,0.002211071619330789,-0.004511609917508249,-0.000981657762420498,0.002962976258667543,-0.0004061224220574385,-0.0101776375969507,-0.003184570215210012,-0.010649807786932126,-0.001963549890988867,0.0013318029504471695,-0.009065050668903896,-0.0033955088694255305,0.0041821569772038224,0.00010531870808390463,-0.0002644686485130458,0.00426361812417541,0.004676544537728183
2010-02-22,20100222,0.0015795286723803597,0.00017262071714569058,-0.0015099915193524135,-0.0008039991261866124,0.0007161747572175914,0.000432844890818776,-0.0024377137299982856,0.00034761169279067124,-0.0009317757557886939,0.0018126821461830651,0.0009362030781887743,-0.007611939973031593,-0.013864139249352328,0.005802869385251335,0.007758322340077319,-0.004056090826931576,0.010304213212942436,-0.0014220413816253452,-0.0005206041327545498,0.013126051082372707,0.002025760139537725,0.0024499636404254417,0.0019991251884896506,0.004770230186868393,-0.008951063356387108,-0.010078817734703906,-5.560945332432079e-05,-0.0017951708154007784,0.0001860357359619585,0.002016217804192488,0.003203082398820226,0.009886959894623236,0.00496387591829092,0.007557398608700879,-0.006208414289440765,-0.004749976023254493,-0.0039689986826119145,0.003633329012682575,0.003977628604424707,-0.00906405629748468
2010-02-23,20100223,0.010047858609674895,0.00275198955887239,-4.947891159870138e-05,0.0018998346555506671,-0.000606660419217813,0.0008950952625321771,-0.0012452549966035997,0.004398055172464794,-0.0007789359687497565,0.0034164282434708533,-0.00021256712274958276,-0.0019228202833660984,-0.002042040787639281,0.009517371616703667,0.009101951830089458,0.009097873078343024,0.009793913647777854,0.00047047567634459235,-0.008771044858419088,0.0010209833891915967,0.011929760210968494,-0.004649130125384133,-0.001071617707671109,0.006521221976087737,0.0008983277026341044,-0.01105520293390206,-0.01330633118526082,0.0032785189031626434,-0.005569356099835918,0.007116219950856402,-0.003673243987353146,0.012212844136533101,0.015663455816766234,-0.007678913132868879,-0.00370658471540292,-0.011043710173310631,0.009164577326658785,-0.012461003342817592,-0.006092143298846537,0.002279831479158048
